family,subgroup,dataset_name,dataset_dir,train_csv,valid_csv,id_test_csv,ood_test_csv,metadata_yaml,has_formula_py,resolved_dataset_dir,error_type,error
srsd,srsd-feynman_easy_dummy,feynman-ii.8.31,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/train.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-ii.8.31/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy_dummy,feynman-iii.12.43,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43/train.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.12.43/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy_dummy,feynman-iii.15.27,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/train.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.15.27/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_easy_dummy,feynman-iii.7.38,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.7.38,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.7.38/train.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.7.38/valid.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.7.38/id_test.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.7.38/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.7.38/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.7.38,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_easy_dummy/feynman-iii.7.38/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.1,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.1,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.1/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.1/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.1/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.1/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.1/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.1,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.1/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.10,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.10,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.10/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.10/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.10/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.10/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.10/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.10,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.10/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.11,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.11/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.12,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.12,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.12/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.12/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.12/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.12/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.12/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.12,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.12/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.14,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.14,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.14/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.14/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.14/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.14/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.14/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.14,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.14/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.15,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.15,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.15/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.15/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.15/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.15/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.15/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.15,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.15/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.16,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.16,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.16/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.16/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.16/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.16/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.16/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.16,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.16/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.17,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.17/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.19,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.19,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.19/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.19/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.19/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.19/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.19/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.19,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.19/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.2,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.2/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.20,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.20/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.3,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.3,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.3/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.3/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.3/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.3/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.3/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.3,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.3/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.4,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.4/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.5,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.5/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.6,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.6,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.6/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.6/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.6/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.6/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.6/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.6,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.6/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.7,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.7/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-bonus.9,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.9,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.9/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.9/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.9/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.9/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.9/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.9,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-bonus.9/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.15.3t,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3t,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3t/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3t/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3t/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3t/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3t/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3t,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3t/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3x,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3x/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3x/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3x/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3x/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3x/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3x,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.15.3x/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.29.16,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.29.16/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.30.3,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.30.3,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.30.3/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.30.3/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.30.3/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.30.3/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.30.3/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.30.3,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.30.3/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.32.17,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.32.17,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.32.17/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.32.17/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.32.17/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.32.17/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.32.17/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.32.17,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.32.17/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.37.4,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.37.4,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.37.4/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.37.4/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.37.4/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.37.4/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.37.4/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.37.4,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.37.4/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.39.22,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.39.22,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.39.22/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.39.22/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.39.22/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.39.22/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.39.22/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.39.22,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.39.22/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.40.1,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.40.1,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.40.1/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.40.1/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.40.1/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.40.1/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.40.1/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.40.1,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.40.1/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.41.16,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.41.16/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.44.4,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.44.4,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.44.4/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.44.4/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.44.4/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.44.4/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.44.4/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.44.4,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.44.4/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.50.26,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.50.26/ood_test.csv 中缺少目标列 y')
srsd,srsd-feynman_hard,feynman-i.6.20,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.6.20,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.6.20/train.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.6.20/valid.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.6.20/id_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.6.20/ood_test.csv,sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.6.20/metadata.yaml,yes,/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.6.20,missing_target_column,ValueError('/home/family/workplace/scientific-intelligent-modelling/sim-datasets-data/srsd/srsd-feynman_hard/feynman-i.6.20/ood_test.csv 中缺少目标列 y')
