experiment_id,remote_dir,status,created_at_local,created_at_utc,seed,problem_name,dataset_name,dataset_family,dataset_key,train_path,model_alias,llm_model,llm_config_path,prompts_type,prompt_level,prompt_family,prompt_naming,prompt_setting,wandb_project,wandb_name,wandb_group,wandb_tags,niterations,samples_per_iteration,max_params,feature_count,feature_names,target_name,progress_entries,final_iteration,best_nmse,best_mse,best_sample_order,llm_prompt_tokens,llm_thinking_tokens,llm_content_tokens,llm_total_tokens,llm_time_seconds,background_sha1,background_preview
llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s10_llmsr_seed1314_20251128-044155,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s10_llmsr_seed1314_20251128-044155,success,2025-11-28T04:41:55.210934+08:00,2025-11-27T20:41:55.210954Z,1314,llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s10,llm-srbench_matsci4,llm-srbench,matsci4,llm-srbench/matsci/MatSci4/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Named,L3,Abstract,Named,s10,1.llm_background_ablation,llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s10,sim-group,"sim,llmsr,4omini,L3_Abstract_Named",250,4,10,2,"x0,x1",y,251,251,0.0007482058854794733,4.357396360153041,856,847200,0,616377,1463577,7848.01,b2160434b7ad,"This is an abstract symbolic regression problem. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized R"
llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s18_llmsr_seed1314_20251128-044155,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s18_llmsr_seed1314_20251128-044155,success,2025-11-28T04:41:55.330655+08:00,2025-11-27T20:41:55.330673Z,1314,llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s18,llm-srbench_matsci4,llm-srbench,matsci4,llm-srbench/matsci/MatSci4/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Named,L3,Abstract,Named,s18,1.llm_background_ablation,llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s18,sim-group,"sim,llmsr,4omini,L3_Abstract_Named",250,4,10,2,"x0,x1",y,251,251,3.239541079695774e-06,0.018866417363432895,129,906808,0,623488,1530296,8818.94,b2160434b7ad,"This is an abstract symbolic regression problem. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized R"
llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s2025_llmsr_seed1314_20251128-044212,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s2025_llmsr_seed1314_20251128-044212,success,2025-11-28T04:42:12.566641+08:00,2025-11-27T20:42:12.567310Z,1314,llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s2025,llm-srbench_matsci4,llm-srbench,matsci4,llm-srbench/matsci/MatSci4/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Named,L3,Abstract,Named,s2025,1.llm_background_ablation,llm-srbench_matsci4__llmsr__4omini__L3_Abstract_Named__s2025,sim-group,"sim,llmsr,4omini,L3_Abstract_Named",250,4,10,2,"x0,x1",y,251,251,0.00014386415174737606,0.8378350709962696,510,830368,0,589027,1419395,8340.71,b2160434b7ad,"This is an abstract symbolic regression problem. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized R"
llm-srbench_matsci6__llmsr__4omini__L0_Domain__s10_llmsr_seed1314_20251128-044146,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L0_Domain__s10_llmsr_seed1314_20251128-044146,success,2025-11-28T04:41:46.487215+08:00,2025-11-27T20:41:46.487232Z,1314,llm-srbench_matsci6__llmsr__4omini__L0_Domain__s10,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s10,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L0_Domain__s10,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,251,251,3.166145277365871e-14,3.442487759538227e-05,911,1099412,0,716329,1815741,9783.28,889b19bd5378,"Mathematical function for Stress Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized Return: y (modeli"
llm-srbench_matsci6__llmsr__4omini__L0_Domain__s18_llmsr_seed1314_20251128-044146,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L0_Domain__s18_llmsr_seed1314_20251128-044146,success,2025-11-28T04:41:46.746022+08:00,2025-11-27T20:41:46.746045Z,1314,llm-srbench_matsci6__llmsr__4omini__L0_Domain__s18,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s18,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L0_Domain__s18,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,251,251,3.0153393305629887e-14,3.278519406713176e-05,964,1153732,0,743114,1896846,9418.51,889b19bd5378,"Mathematical function for Stress Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized Return: y (modeli"
llm-srbench_matsci6__llmsr__4omini__L0_Domain__s2025_llmsr_seed1314_20251128-044146,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L0_Domain__s2025_llmsr_seed1314_20251128-044146,success,2025-11-28T04:41:46.721858+08:00,2025-11-27T20:41:46.721872Z,1314,llm-srbench_matsci6__llmsr__4omini__L0_Domain__s2025,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L0_Domain,L0,Domain,,s2025,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L0_Domain__s2025,sim-group,"sim,llmsr,4omini,L0_Domain",250,4,10,2,"x0,x1",y,251,251,1.5473511517435522e-14,1.682404606530319e-05,1001,1138060,0,730882,1868942,9991.23,889b19bd5378,"Mathematical function for Stress Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized Return: y (modeli"
llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s10_llmsr_seed1314_20251128-070740,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s10_llmsr_seed1314_20251128-070740,success,2025-11-28T07:07:40.557308+08:00,2025-11-27T23:07:40.557323Z,1314,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s10,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s10,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s10,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,251,251,3.8288385097287033e-08,41.6302113400039,15,1121832,0,706029,1827861,9712.66,f7be17714f2d,"This is a problem from the natural sciences. Args: epsilon, T: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Depend"
llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s18_llmsr_seed1314_20251128-070835,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s18_llmsr_seed1314_20251128-070835,success,2025-11-28T07:08:35.650425+08:00,2025-11-27T23:08:35.650437Z,1314,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s18,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s18,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s18,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,251,251,1.5283177731149892e-13,0.00016617099866656247,845,1217860,0,732981,1950841,11772.67,f7be17714f2d,"This is a problem from the natural sciences. Args: epsilon, T: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Depend"
llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s18_llmsr_seed1314_20251128-075848,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s18_llmsr_seed1314_20251128-075848,success,2025-11-28T07:58:48.306862+08:00,2025-11-27T23:58:48.306876Z,1314,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s18,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s18,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s18,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,251,251,1.9032308865188651e-07,206.93456731926102,62,1082436,0,642102,1724538,10720.03,f7be17714f2d,"This is a problem from the natural sciences. Args: epsilon, T: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Depend"
llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-070416,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s2025_llmsr_seed1314_20251128-070416,success,2025-11-28T07:04:16.319364+08:00,2025-11-27T23:04:16.319380Z,1314,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s2025,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Anon,L1,Struct,Anon,s2025,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Anon__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Anon",250,4,10,2,"x0,x1",y,251,251,6.979746832813987e-10,0.7588942051524594,178,1209329,0,721438,1930767,10613.09,f7be17714f2d,"This is a problem from the natural sciences. Args: epsilon, T: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: Depend"
llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-073307,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-073307,success,2025-11-28T07:33:07.178399+08:00,2025-11-27T23:33:07.178413Z,1314,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s10,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s10,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s10,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,6.096481021481541e-10,0.662858443127659,776,1095696,0,711155,1806851,9966.1,d4c46b795331,"This is a problem from the natural sciences. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized Retur"
llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-073432,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s10_llmsr_seed1314_20251128-073432,success,2025-11-28T07:34:32.379292+08:00,2025-11-27T23:34:32.379307Z,1314,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s10,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s10,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s10,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,5.326142866719936e-12,0.005791010840629995,485,1162292,0,727549,1889841,9916.19,d4c46b795331,"This is a problem from the natural sciences. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized Retur"
llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-071904,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-071904,success,2025-11-28T07:19:04.776545+08:00,2025-11-27T23:19:04.776564Z,1314,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s18,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s18,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s18,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,2.7901175873609845e-07,303.3640215698984,121,1124900,0,703605,1828505,10056.04,d4c46b795331,"This is a problem from the natural sciences. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized Retur"
llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-073251,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s18_llmsr_seed1314_20251128-073251,success,2025-11-28T07:32:51.775882+08:00,2025-11-27T23:32:51.775901Z,1314,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s18,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s18,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s18,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,2.2356966953938603e-09,2.4308292367230053,860,1033324,0,663450,1696774,9598.09,d4c46b795331,"This is a problem from the natural sciences. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized Retur"
llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-071737,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-071737,success,2025-11-28T07:17:37.004825+08:00,2025-11-27T23:17:37.004853Z,1314,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s2025,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s2025,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,249,251,8.234750754637953e-12,0.008953483239806975,115,1027772,0,669111,1696883,9915.13,d4c46b795331,"This is a problem from the natural sciences. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized Retur"
llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-073525,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s2025_llmsr_seed1314_20251128-073525,success,2025-11-28T07:35:25.031839+08:00,2025-11-27T23:35:25.031853Z,1314,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s2025,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L1_Struct_Named,L1,Struct,Named,s2025,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L1_Struct_Named__s2025,sim-group,"sim,llmsr,4omini,L1_Struct_Named",250,4,10,2,"x0,x1",y,251,251,4.966347591689522e-10,0.5399812483723784,329,1111868,0,698645,1810513,10780.78,d4c46b795331,"This is a problem from the natural sciences. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or parameters to be optimized Retur"
llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s10_llmsr_seed1314_20251128-044022,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s10_llmsr_seed1314_20251128-044022,success,2025-11-28T04:40:22.347366+08:00,2025-11-27T20:40:22.347379Z,1314,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s10,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s10,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s10,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,2.680664660432198e-08,29.146341915940326,742,1171844,0,707241,1879085,9616.03,c18441fe4e1f,"These data originate from real-world experiments in the natural sciences. Args: epsilon, T: Independent variables (anonymized) params: Array of numeric constants or parameters to b"
llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s18_llmsr_seed1314_20251128-044021,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s18_llmsr_seed1314_20251128-044021,success,2025-11-28T04:40:21.546262+08:00,2025-11-27T20:40:21.546279Z,1314,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s18,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s18,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s18,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,8.41881602450016e-10,0.915361380329897,15,1197628,0,728749,1926377,10380.04,c18441fe4e1f,"These data originate from real-world experiments in the natural sciences. Args: epsilon, T: Independent variables (anonymized) params: Array of numeric constants or parameters to b"
llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s2025_llmsr_seed1314_20251128-044022,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s2025_llmsr_seed1314_20251128-044022,success,2025-11-28T04:40:22.364424+08:00,2025-11-27T20:40:22.364442Z,1314,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s2025,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Anon,L2,SciPrior,Anon,s2025,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Anon__s2025,sim-group,"sim,llmsr,4omini,L2_SciPrior_Anon",250,4,10,2,"x0,x1",y,251,251,1.9768294735787768e-12,0.002149367975670102,197,1173500,0,703167,1876667,9189.34,c18441fe4e1f,"These data originate from real-world experiments in the natural sciences. Args: epsilon, T: Independent variables (anonymized) params: Array of numeric constants or parameters to b"
llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s10_llmsr_seed1314_20251128-044151,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s10_llmsr_seed1314_20251128-044151,success,2025-11-28T04:41:51.713253+08:00,2025-11-27T20:41:51.713277Z,1314,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s10,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s10,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s10,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,2,"x0,x1",y,251,251,1.8715055330985095e-14,2.034851317675399e-05,838,1090536,0,665268,1755804,8459.46,5292a70dab3b,"These data originate from real-world experiments in the natural sciences. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or par"
llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s18_llmsr_seed1314_20251128-044150,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s18_llmsr_seed1314_20251128-044150,success,2025-11-28T04:41:50.513446+08:00,2025-11-27T20:41:50.513464Z,1314,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s18,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s18,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s18,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,2,"x0,x1",y,251,251,1.9948768108267563e-14,2.1689904920506884e-05,299,1109336,0,672225,1781561,9524.25,5292a70dab3b,"These data originate from real-world experiments in the natural sciences. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or par"
llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s2025_llmsr_seed1314_20251128-044151,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s2025_llmsr_seed1314_20251128-044151,success,2025-11-28T04:41:51.357262+08:00,2025-11-27T20:41:51.357279Z,1314,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s2025,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L2_SciPrior_Named,L2,SciPrior,Named,s2025,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L2_SciPrior_Named__s2025,sim-group,"sim,llmsr,4omini,L2_SciPrior_Named",250,4,10,2,"x0,x1",y,251,251,2.0051216441659725e-14,2.1801294987225815e-05,693,1083294,0,657090,1740384,9125.6,5292a70dab3b,"These data originate from real-world experiments in the natural sciences. Args: epsilon represents ['Strain', T represents 'Temperature'], params: Array of numeric constants or par"
llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s10_llmsr_seed1314_20251128-072151,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s10_llmsr_seed1314_20251128-072151,success,2025-11-28T07:21:51.276425+08:00,2025-11-27T23:21:51.276440Z,1314,llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s10,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s10,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s10,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,2,"x0,x1",y,251,251,2.974711446606301e-08,32.343455040762144,55,966416,0,659455,1625871,9709.44,151dcd826dfa,"This is an abstract symbolic regression problem. Args: epsilon, T: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: De"
llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s18_llmsr_seed1314_20251128-071959,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s18_llmsr_seed1314_20251128-071959,success,2025-11-28T07:19:59.632321+08:00,2025-11-27T23:19:59.632339Z,1314,llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s18,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s18,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s18,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,2,"x0,x1",y,251,251,1.734248639827009e-09,1.8856145854328108,51,965976,0,650780,1616756,9315.86,151dcd826dfa,"This is an abstract symbolic regression problem. Args: epsilon, T: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: De"
llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s2025_llmsr_seed1314_20251128-072140,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s2025_llmsr_seed1314_20251128-072140,success,2025-11-28T07:21:40.888552+08:00,2025-11-27T23:21:40.888566Z,1314,llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s2025,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s2025,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s2025,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,2,"x0,x1",y,251,251,4.378953033239504e-07,476.11498828825904,139,948848,0,647896,1596744,10084.76,151dcd826dfa,"This is an abstract symbolic regression problem. Args: epsilon, T: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: De"
llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s2025_llmsr_seed1314_20251128-082837,/data3/zhangziwen/experiments/1.llm_background_ablation/llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s2025_llmsr_seed1314_20251128-082837,success,2025-11-28T08:28:37.749189+08:00,2025-11-28T00:28:37.749204Z,1314,llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s2025,llm-srbench_matsci6,llm-srbench,matsci6,llm-srbench/matsci/MatSci6/train.csv,4omini,blt/gpt-4o-mini,/home/zhangziwen/llm-4omini.config,L3_Abstract_Anon,L3,Abstract,Anon,s2025,1.llm_background_ablation,llm-srbench_matsci6__llmsr__4omini__L3_Abstract_Anon__s2025,sim-group,"sim,llmsr,4omini,L3_Abstract_Anon",250,4,10,2,"x0,x1",y,251,251,5.780174175576108e-07,628.467019175265,942,940476,0,651431,1591907,10429.91,151dcd826dfa,"This is an abstract symbolic regression problem. Args: epsilon, T: Independent variables (anonymized) params: Array of numeric constants or parameters to be optimized Return: y: De"
